id	title	description	link	image_link	additional_image_link	availability	condition	price	sale_price	brand	gtin	mpn	identifier_exists	google_product_category	product_type	item_group_id	shipping	min_handling_time	max_handling_time	min_transit_time	max_transit_time
9171	"PIKOLIN Colchão Pausa"	"O Pausa foi criado para quem valoriza uma sensação de firmeza elevada, sem perder o conforto essencial a um bom descanso. O tecido Stretch, de grande tato e gramagem, proporciona uma superfície elástica e transpirável.No seu interior, molas ensacadas promovem uma resposta personalizada aos movimentos. A combinação de Fibercel e Tripla Barreira reforça a frescura e higiene do colchão, contribuindo para um ambiente de sono saudável."	https://dfpinteriores.com/pikolin-colchao-pausa-9171	https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto1_2026_06_00013002010682.jpg	https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto2_2026_09_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto3_2026_06_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto4_2026_09_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto5_2026_09_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto6_2026_09_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto7_2026_09_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto8_2026_09_00013002010682.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto1_2026_06_00013002010578.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto2_2026_06_00013002010578.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-pausa-9171/foto3_2026_06_00013002010578.jpg	in_stock	new	"2140.00 EUR"	"436.00 EUR"	PIKOLIN		00013002010682	no	2696	"DESCANSO > COLCHÕES > MOLAS"	9171	"PT:::0.00 EUR"	1	2	1	2
10110	"PIKOLIN Colchão Bultex Platino"	"O Platino destaca-se pelo núcleo Bultex Nanotech, uma tecnologia avançada que oferece um suporte preciso. A sua estrutura alveolar favorece a circulação do ar e ajuda a controlar a humidade, promovendo um ambiente de descanso fresco.O acolchoado Progression Visco combina Supersoft e Viscofoam para um conforto progressivo e envolvente. A proteção Barreira Total dá o remate final, criando nas tampas e laterais do colchão uma barreira contra ácaros, bactérias e fungos."	https://dfpinteriores.com/pikolin-colchao-bultex-platino-10110	https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto1_2026_06_00013002010681.jpg	https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto2_2026_06_00013002010681.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto3_2026_06_00013002010681.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto5_2026_06_00013002010681.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto4_2026_06_00013002010681.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto1_00013002010020.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto2_2026_04_00013002010020.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto3_2026_06_00013002010020.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto4_2026_06_00013002010020.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto1_00013002010024.jpg,https://dfpinteriores.com/assets/images/nucleo/pikolin-colchao-bultex-platino-10110/foto2_2026_04_00013002010024.jpg	in_stock	new	"2132.00 EUR"	"672.75 EUR"	PIKOLIN		00013002010681	no	2696	"DESCANSO > COLCHÕES > NUCLEO"	10110	"PT:::0.00 EUR"	1	2	1	2
5250	"MOLAFLEX Colchão Selection Pocket"	"O Selection Pocket é um colchão cuja estrutura proporciona uma firmeza progressiva e uma excelente independência de movimentos. Adapta-se na perfeição aos contornos do corpo, promovendo equilíbrio e um alívio dos pontos de pressão. O tecido Stretch com tratamento Optigrade reforça este efeito, promovendo frescura e respirabilidade. O conjunto é completado pelo Total Protect, um sistema antibacteriano que atua na prevenção e eliminação de fungos, ácaros e bactérias."	https://dfpinteriores.com/molaflex-colchao-selection-pocket-5250	https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_08_00007000000017.jpg	https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto1_2026_01_00007000000017.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010597.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto1_2026_01_00007002010576.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010587.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010588.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010592.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010598.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010601.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010604.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-selection-pocket-5250/foto2_2026_03_00007002010607.jpg	in_stock	new	"2098.00 EUR"	"439.20 EUR"	MOLAFLEX		00007000000017	no	2696	"DESCANSO > COLCHÕES > MOLAS"	5250	"PT:::0.00 EUR"	1	2	1	2
3862	"WOOL COMFORT Super Pack Cama"	"O Super Pack Wool Comfort reúne uma cama de casal com estrado elevatório e um colchão de alta qualidade, oferecendo conforto e funcionalidade. Disponível em duas medidas, adapta-se perfeitamente a diferentes necessidades e preferências.O colchão, de firmeza média, destaca-se pelo tecido de algodão e pela tecnologia de molas ensacadas que se adaptam ao corpo. A lã utilizada ajuda a regular a temperatura e a combater as bactérias, criando um ambiente de descanso saudável."	https://dfpinteriores.com/wool-comfort-super-pack-cama-3862	https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto2_2026_07_00055000000076.jpg	https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto1_2025_10_00055000000076.jpg,https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto2_2025_06_00055001010307.jpg,https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto1_2025_06_00055001010306.jpg,https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto3_2025_06_00055001010307.jpg,https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto1_00055001010307.jpg,https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto3_2025_06_00055001010306.jpg,https://dfpinteriores.com/assets/images/packs/wool-comfort-super-pack-cama-3862/foto2_2025_06_00055001010306.jpg	in_stock	new	"2085.00 EUR"	"1105.00 EUR"	"DFP Interiores"		00055000000076	no	436	"DESCANSO > CAMAS > PACKS"	3862	"PT:::0.00 EUR"	1	2	1	2
3869	"XELO Quarto Casal"	"O Xelo é um conjunto moderno e funcional, pensado para criar um ambiente harmonioso, prático e confortável. Graças ao design contemporâneo, integra-se com facilidade em espaços como quartos de hóspedes, estúdios ou casas de férias.Disponível numa combinação de tons branco e carvalho, oferece uma solução elegante que facilita o aproveitamento do espaço. O conjunto não inclui colchão nem estrado, poderá consultar estas opções na categoria Descanso do nosso site."	https://dfpinteriores.com/xelo-quarto-casal-3869	https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto1_2025_10_00053000000048.jpg	https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto1_2026_06_00053000000121.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto1_2026_04_00053001010066.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto2_2026_06_00053000000121.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto3_2026_06_00053000000121.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto4_2026_06_00053000000121.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto5_2026_06_00053000000121.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto3_2026_06_00053001010066.jpg,https://dfpinteriores.com/assets/images/quartos-completos/xelo-quarto-casal-3869/foto2_2026_04_00053001010066.jpg	in_stock	new	"2028.00 EUR"	"839.00 EUR"	"DFP Interiores"		00053000000048	no	436	"MOBILIÁRIO > QUARTOS > QUARTOS"	3869	"PT:::0.00 EUR"	1	2	1	2
12239	"SEALY Colchão Iowa Ultra"	"Graças à espuma Visco Xtreme Air e ao sistema Feel Adapt, o Iowa Ultra oferece conforto e uma adaptação equilibrada ao corpo. A construção integra camadas de diferentes densidades que contribuem para uma resposta mais progressiva.As molas ensacadas, com tecnologia PosturePedic™, asseguram uma resposta independente aos movimentos. Como em todos os colchões Sealy®, conta ainda com um reforço perimetral que permite aproveitar toda a superfície do colchão."	https://dfpinteriores.com/sealy-colchao-iowa-ultra-12239	https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010122.jpg	https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto2_2026_09_00142001010122.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto3_2026_09_00142001010122.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010108.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010103.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010106.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010109.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010111.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010113.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010115.jpg,https://dfpinteriores.com/assets/images/sans-categorie/sealy-colchao-iowa-ultra-12239/foto1_2026_09_00142001010117.jpg	in_stock	new	"2012.00 EUR"	"507.00 EUR"	"DFP Interiores"		00142001010122	no	2696		12239	"PT:::0.00 EUR"	1	2	1	2
2044	"KARITZ NEW RR Sofá Chaise Longue"	"Este sofá é uma peça contemporânea que alia conforto e versatilidade. A chaise longue oferece espaço adicional para relaxar, enquanto os assentos extensíveis e encostos reclináveis garantem maior comodidade em qualquer momento. Disponível em várias cores e com opção de chaise à direita ou à esquerda, adapta-se facilmente ao layout da sua sala. Com design elegante e acabamentos cuidados, torna-se o centro de qualquer ambiente moderno, combinando funcionalidade com estilo."	https://dfpinteriores.com/karitz-new-rr-sofa-chaise-longue-2044	https://dfpinteriores.com/assets/images/chaise-longue/karitz-new-rr-sofa-chaise-longue-2044/foto1_2024_11_00001001015002.jpg	https://dfpinteriores.com/assets/images/chaise-longue/karitz-new-rr-sofa-chaise-longue-2044/foto1_2026_01_00001001016607.jpg,https://dfpinteriores.com/assets/images/chaise-longue/karitz-new-rr-sofa-chaise-longue-2044/foto1_2025_07_00001001015003.jpg,https://dfpinteriores.com/assets/images/chaise-longue/karitz-new-rr-sofa-chaise-longue-2044/foto1_2025_07_00001001015005.jpg,https://dfpinteriores.com/assets/images/chaise-longue/karitz-new-rr-sofa-chaise-longue-2044/foto1_2025_07_00001001015004.jpg,https://dfpinteriores.com/assets/images/chaise-longue/karitz-new-rr-sofa-chaise-longue-2044/foto1_2025_07_00001001015006.jpg	in_stock	new	"1999.00 EUR"	"1814.00 EUR"	"DFP Interiores"		00001001015002	no	635	"SOFÁS > CHAISE LONGUE"	2044	"PT:::0.00 EUR"	1	2	1	2
5255	"MOLAFLEX Colchão Absolut"	"Concebido com materiais naturais, o Absolut oferece um suporte estável e altamente responsivo. As camadas de DSS, Lã e Airvex atuam em conjunto, proporcionando um conforto envolvente e uma adaptação homogénea ao corpo. A estrutura evita a acumulação de humidade e permite que o ar circule livremente entre as diferentes camadas. Conta ainda com Total Protect, um sistema antibacteriano que ajuda a prevenir e a eliminar fungos, ácaros e bactérias."	https://dfpinteriores.com/molaflex-colchao-absolut-5255	https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto2_2026_08_00007000000021.jpg	https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto1_2026_03_00007000000021.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto3_2026_09_00007000000021.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto4_2026_09_00007000000021.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto4_2026_03_00007002010276.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto1_2026_09_00007002010276.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto4_2026_03_00007002010271.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto1_2026_09_00007002010271.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto4_2026_03_00007002010274.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto1_2026_09_00007002010274.jpg,https://dfpinteriores.com/assets/images/molas/molaflex-colchao-absolut-5255/foto4_2026_03_00007002010277.jpg	in_stock	new	"1999.00 EUR"	"1149.00 EUR"	MOLAFLEX		00007000000021	no	2696	"DESCANSO > COLCHÕES > MOLAS"	5255	"PT:::0.00 EUR"	1	2	1	2
9000	"MODENA Sofá Chaise Longue"	"O MODENA é um sofá chaise longue de linhas simples, pensado para tornar a sala num espaço confortável e acolhedor. Os diferentes tons disponíveis facilitam a integração em vários estilos de decoração, criando uma base versátil para o dia a dia.A chaise longue acrescenta uma zona de descanso mais generosa, ideal para estender as pernas e aproveitar momentos de pausa. Uma escolha prática para quem procura conforto, funcionalidade e um sofá fácil de enquadrar."	https://dfpinteriores.com/modena-sofa-chaise-longue-9000	https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_06_00039001011151.jpg	https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_05_00039001011137.jpg,https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_05_00039001011136.jpg,https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_05_00039001011139.jpg,https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_05_00039001011138.jpg,https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_05_00039001011135.jpg,https://dfpinteriores.com/assets/images/chaise-longue/modena-sofa-chaise-longue-9000/foto1_2026_05_00039001011134.jpg	in_stock	new	"1990.00 EUR"	"890.00 EUR"	"DFP Interiores"		00039001011151	no	635	"SOFÁS > CHAISE LONGUE"	9000	"PT:::0.00 EUR"	1	2	1	2
3851	"COCO LINE Super Pack Cama"	"O Super Pack Coco Line oferece uma solução completa para quem valoriza conforto e sustentabilidade no quarto. Inclui uma cama com estrado elevatório e um colchão de alto conforto, pensados para garantir um sono agradável e saudável.O colchão, de firmeza média, dispõe de uma estrutura composta por doze camadas. A fibra de coco contribui para um ambiente seco e fresco enquanto o tecido Nettle®, feito com fibras de urtiga, favorece um estado de relaxamento natural."	https://dfpinteriores.com/coco-line-super-pack-cama-3851	https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto2_2026_06_00055000000070.jpg	https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto1_2025_10_00055000000070.jpg,https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto2_2025_06_00055001010304.jpg,https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto2_2025_06_00055001010305.jpg,https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto3_2025_06_00055001010304.jpg,https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto1_00055001010304.jpg,https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto3_2025_06_00055001010305.jpg,https://dfpinteriores.com/assets/images/packs/coco-line-super-pack-cama-3851/foto1_00055001010305.jpg	in_stock	new	"1985.00 EUR"	"1055.00 EUR"	"DFP Interiores"		00055000000070	no	436	"DESCANSO > CAMAS > PACKS"	3851	"PT:::0.00 EUR"	1	2	1	2
3777	"COLMED Colchão Biomedical"	"Graças à viscoelástica Rafrechi, o Biomedical mantém-se sempre fresco, ideal para temperaturas mais elevadas e para pessoas sensíveis ao calor. O núcleo de alta resiliência proporciona conforto, ergonomia e prolonga a vida útil do colchão.O tecido Biomédico, enriquecido com fibra de prata, oferece uma ação antisséptica eficaz. Adequado tanto para estrados normais como articulados, favorece uma melhor respiração e circulação sanguínea, melhorando a qualidade do sono."	https://dfpinteriores.com/colmed-colchao-biomedical-3777	https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto1_2025_09_00012000000002.jpg	https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto2_2026_05_00012000000002.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto3_2026_05_00012000000002.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto2_2025_06_00012001010259.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto1_2026_08_00012001010259.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto3_2025_06_00012001010259.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto4_2025_06_00012001010259.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto5_2026_08_00012001010259.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto6_2026_08_00012001010259.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto2_2025_06_00012001010248.jpg,https://dfpinteriores.com/assets/images/nucleo/colmed-colchao-biomedical-3777/foto1_2026_08_00012001010248.jpg	in_stock	new	"1948.00 EUR"	"808.00 EUR"	COLMED		00012000000002	no	2696	"DESCANSO > COLCHÕES > NUCLEO"	3777	"PT:::0.00 EUR"	1	2	1	2
9168	"PIKOLIN Colchão Ritmo"	"O Ritmo foi desenvolvido para oferecer uma adaptação precisa ao corpo, respondendo de forma progressiva à pressão exercida. O sistema Adapt-Tech acompanha a morfologia de cada pessoa, proporcionando um suporte estável e personalizado.A camada Fibercel Visco combina o acolhimento da viscoelástica com a leveza da fibra, favorecendo o conforto e a respirabilidade do colchão. A proteção Tripla Barreira completa a sua composição, ajudando a prevenir ácaros, bactérias e fungos."	https://dfpinteriores.com/pikolin-colchao-ritmo-9168	https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto1_2026_06_00013002010685.jpg	https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto2_2026_06_00013002010685.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto3_2026_06_00013002010685.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto5_2026_06_00013002010685.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto4_2026_06_00013002010685.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto1_2026_06_00013002010434.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto2_2026_06_00013002010434.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto3_2026_06_00013002010434.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto4_2026_06_00013002010434.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto5_2026_06_00013002010434.jpg,https://dfpinteriores.com/assets/images/molas/pikolin-colchao-ritmo-9168/foto1_2026_06_00013002010438.jpg	in_stock	new	"1922.00 EUR"	"385.00 EUR"	PIKOLIN		00013002010685	no	2696	"DESCANSO > COLCHÕES > MOLAS"	9168	"PT:::0.00 EUR"	1	2	1	2
2372	"CILLIAN Sofá Chaise Longue"	"O CILLIAN destaca-se pela funcionalidade contemporânea, oferecendo assentos elétricos que permitem reclinar de forma autónoma cada zona de descanso. Com chaise configurável à direita ou esquerda, adapta-se perfeitamente ao layout da sua sala, otimizando o espaço de forma inteligente. Disponível nas cores bege e cinza, este modelo alia tecnologia a design refinado. A estrutura robusta e as linhas contemporâneas fazem do Cillian AQ uma escolha elegante para quem valoriza conforto personalizado e estética moderna num único móvel."	https://dfpinteriores.com/cillian-sofa-chaise-longue-2372	https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto1_2025_09_00087001010024.jpg	https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto1_00087001010012.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto1_00087001010013.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto1_00087001010014.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto1_00087001010015.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto2_2025_06_00087001010012.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto2_2025_06_00087001010014.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto3_2025_06_00087001010014.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto4_2025_06_00087001010014.jpg,https://dfpinteriores.com/assets/images/chaise-longue/cillian-sofa-chaise-longue-2372/foto2_2025_06_00087001010015.jpg	in_stock	new	"1890.00 EUR"	"1349.00 EUR"	"DFP Interiores"		00087001010024	no	635	"SOFÁS > CHAISE LONGUE"	2372	"PT:::0.00 EUR"	1	2	1	2
3842	"HARMONY Super Pack Cama"	"O Pack Harmony combina cama com cabeceira, estrado elevatório e colchão premium de mola ensacada para um sono reparador. A estrutura elevatória oferece espaço para arrumação, tornando o conjunto prático e versátil.Ideal para quem valoriza estética e bem-estar, transforma qualquer quarto num refúgio de conforto e tranquilidade. O seu design, contemporâneo, cria uma atmosfera acolhedora que convida de forma natural ao relaxamento."	https://dfpinteriores.com/harmony-super-pack-cama-3842	https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto2_2026_06_00055000000068.jpg	https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto1_2025_10_00055000000068.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto1_2025_07_00055001010295.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto1_2025_07_00055001010297.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto5_2025_07_00055001010295.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto2_2025_07_00055001010295.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto3_2025_07_00055001010295.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto4_2025_07_00055001010295.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto5_2025_07_00055001010297.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto2_2025_07_00055001010297.jpg,https://dfpinteriores.com/assets/images/packs/harmony-super-pack-cama-3842/foto3_2025_07_00055001010297.jpg	in_stock	new	"1890.00 EUR"	"708.75 EUR"	"DFP Interiores"		00055000000068	no	436	"DESCANSO > CAMAS > PACKS"	3842	"PT:::0.00 EUR"	1	2	1	2
3860	"MOONLIGHT Super Pack Cama"	"O Super Pack Moonlight combina cama com cabeceira, estrado elevatório e colchão premium de mola ensacada para um sono reparador. Disponível em duas medidas, adapta-se perfeitamente a diferentes necessidades e preferências.Ideal para quem valoriza estética e bem-estar, este conjunto transforma qualquer quarto num refúgio de conforto e tranquilidade. O seu design, contemporâneo, cria uma atmosfera acolhedora que convida naturalmente ao relaxamento."	https://dfpinteriores.com/moonlight-super-pack-cama-3860	https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto1_2026_06_00055000000075.jpg	https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto2_2025_06_00055001010219.jpg,https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto2_2025_06_00055001010214.jpg,https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto3_2025_06_00055001010219.jpg,https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto4_2025_06_00055001010219.jpg,https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto3_2025_06_00055001010214.jpg,https://dfpinteriores.com/assets/images/packs/moonlight-super-pack-cama-3860/foto4_2025_06_00055001010214.jpg	in_stock	new	"1890.00 EUR"	"995.00 EUR"	"DFP Interiores"		00055000000075	no	436	"DESCANSO > CAMAS > PACKS"	3860	"PT:::0.00 EUR"	1	2	1	2
